transit_id,pl_period,pl_transit_duration,pl_transit_depth,pl_radius,pl_eq_temp,pl_insolation_flux,st_eff_temp,st_radius,st_logg
K01196.02,11.63486009,5.466,292.3,2.61,961.0,201.96,5570.0,1.548,4.066
K04771.01,142.703888,5.808,225.5,1.95,440.0,8.88,6701.0,1.289,4.326
K04840.01,10.4716194,4.512,123.9,1.74,1035.0,271.12,5812.0,1.574,4.083
K03306.01,25.1593389,5.198,358.1,1.76,619.0,34.7,5973.0,0.935,4.506
K04846.01,19.254536,4.754,186.0,1.32,625.0,36.02,5668.0,0.868,4.545
K00279.03,7.5143967,4.865,36.3,0.96,1199.0,488.52,6206.0,1.573,4.159
K01196.03,33.1981761,4.709,336.7,3.21,678.0,49.9,5570.0,1.548,4.066
K04849.01,3.19938075,1.761,76.1,0.62,1026.0,262.08,5483.0,0.702,4.632
K03236.01,7.13044117,2.566,31.9,1.18,1400.0,908.79,6312.0,2.074,3.964
K03316.01,47.0568476,5.2232,1531.2,2.84,411.0,6.72,5288.0,0.74,4.613
K04857.01,4.11497357,3.025,154.1,1.17,1137.0,395.27,6011.0,0.927,4.507
K03241.01,8.21429932,3.099,70.7,1.66,1312.0,701.11,6277.0,1.869,3.951
K03324.01,21.8634638,3.542,871.0,2.37,551.0,21.77,5383.0,0.789,4.587
K03326.01,14.77820911,5.395,10774.0,44.48,809.0,101.07,6258.0,1.046,4.442
K04858.01,224.447413,4.986,651.0,2.05,260.0,1.08,5489.0,0.798,4.574
K03250.01,0.573709256,1.4932,131.2,7.05,4415.0,90258.45,5261.0,5.769,3.13
K03318.01,13.8353959,4.961,818.0,3.78,809.0,101.05,6020.0,1.057,4.403
K03318.02,25.6970688,3.739,835.0,3.83,658.0,44.24,6020.0,1.057,4.403
K04791.01,427.65334,11.17,157.1,1.97,284.0,1.53,5325.0,1.565,4.004
K04863.01,0.9628348,2.259,92.8,0.81,1648.0,1734.83,5559.0,0.838,4.554
K03252.01,3.22452656,5.156,57.5,24.48,4883.0,134353.84,3857.0,34.674,1.338
K04797.01,9.97202023,1.425,329.7,1.26,627.0,36.53,4810.0,0.696,4.584
K01151.03,5.24970432,2.746,61.9,0.67,954.0,195.3,5528.0,0.853,4.499
K03258.01,40.3511707,3.97,533.5,1.88,479.0,12.46,5665.0,0.82,4.568
K03330.01,16.2951259,3.678,197.9,1.15,574.0,25.59,4915.0,0.812,4.512
K03331.01,18.173045009,10.9113,69911.3,24.39,650.0,42.19,5799.0,0.86,4.548
K04875.01,0.912179022,1.332,144.6,0.65,1025.0,260.05,3880.0,0.555,4.722
K03261.01,12.27057043,3.002,295.5,1.67,811.0,102.25,6075.0,0.969,4.486
K04735.01,2.87998334,1.658,116.5,0.85,1024.0,260.79,4951.0,0.806,4.523
K04803.01,4.36125889,2.174,189.2,1.2,1000.0,236.01,5520.0,0.873,4.544
K01151.04,17.4532945,4.027,79.3,0.76,639.0,39.42,5528.0,0.853,4.499
